Student_ID,Student_name,Age,Gender,Grade,School,SocialCategory,Area,Attendance_percentage,SocialEconomic status,distance_to_school,previous_year_result,scholarship_status,dropout_score,dropout,DropoutReason
S1534,Ananya Singh,16,male,10,private unaided,general,urban,58.2,High,3.97,fail,yes,25.20204218,yes,Lack of Interest
S0373,Arjun Joseph,15,female,9,government,general,urban,59.5,Medium,2.01,pass,no,16.37660959,no,
S0862,Manish Naik,14,female,8,private unaided,SC,rural,82.1,Medium,6.97,pass,no,17.94981071,no,
S1250,Ananya Joseph,14,female,8,private aided,OBC,rural,72.7,Medium,4.09,pass,no,12.38817812,no,
S1331,Aditya Singh,16,male,10,private unaided,SC,urban,49.2,Low,0.21,fail,no,38.20090843,yes,Early Marriage
S1323,Karan Sharma,16,female,10,private unaided,ST,urban,83.3,Medium,0.73,fail,no,20.20785586,yes,Lack of Interest
S1593,Arjun Joseph,16,male,10,government,OBC,urban,79.7,Medium,2.75,pass,no,13.45142845,no,
S0040,Rahul Gupta,15,female,9,government,OBC,rural,72.8,Low,1.57,fail,no,22.83311155,yes,Household Work
S0770,Aditya Kumar,14,female,8,government,SC,urban,75,Low,1.43,pass,no,12.25464175,no,
S1463,Priya Joseph,15,female,9,government,general,urban,59.2,Medium,2.9,fail,no,20.14050099,yes,Early Marriage
S0859,Priya Gupta,14,male,8,private aided,OBC,rural,93.5,Low,3.29,pass,no,12.60711873,no,
S1381,Aarav Singh,16,female,10,private unaided,OBC,urban,73.4,Medium,0.45,pass,no,13.60047077,no,
S0052,Anjali Reddy,15,male,9,private unaided,OBC,rural,69,Medium,6.6,pass,no,17.22820124,no,
S0912,Neha Patel,16,male,10,government,general,urban,39.9,Medium,4.37,pass,yes,34.67916837,yes,Child Labour
S0992,Rahul Sharma,15,male,9,private unaided,OBC,urban,62.2,High,0.07,pass,no,15.46062833,no,
S1872,Ishaan Das,14,male,8,private unaided,OBC,urban,64.2,Low,0.4,pass,no,16.90178428,no,
S1615,Sneha Kumar,15,male,9,private unaided,SC,rural,68.6,Medium,4.47,pass,no,15.19975834,no,
S1921,Sneha Naik,16,female,10,private aided,OBC,rural,72.3,Medium,6.64,fail,yes,24.29429528,yes,Early Marriage
S1365,Aarav Naik,14,male,8,private unaided,OBC,rural,59.4,Medium,0.06,pass,yes,16.20822818,no,
S1672,Sneha Reddy,16,female,10,private unaided,OBC,urban,96,High,3.24,fail,no,21.84734394,yes,Financial Issues
S1457,Rahul Naik,15,male,9,private unaided,OBC,urban,100,High,1.49,pass,no,18.34064362,yes,Household Work
S0342,Sonal Kumar,16,female,10,private unaided,general,urban,100,High,2.33,pass,no,14.65126365,no,
S1612,Anjali Das,16,male,10,private unaided,OBC,urban,77.6,Medium,2.4,pass,no,17.0372445,no,
S0803,Priya Iyer,15,male,9,private aided,general,urban,62.4,Medium,0.29,pass,no,12.27806896,no,
S1902,Vikram Iyer,14,female,8,private aided,SC,urban,96.7,Medium,0.62,pass,no,14.32097285,no,
S1831,Sneha Sharma,15,male,9,private unaided,SC,rural,82.2,Low,6.28,pass,no,21.50259465,yes,Lack of Interest
S1996,Riya Joseph,15,female,9,private aided,OBC,urban,78.8,Medium,1.41,pass,no,17.55211378,no,
S0493,Aarav Patel,15,male,9,government,OBC,rural,67.4,Low,0.24,fail,no,25.79540122,yes,Child Labour
S0817,Divya Gupta,15,male,9,private aided,ST,rural,70.6,High,10.53,pass,no,13.68355661,no,
S1167,Sonal Kumar,15,female,9,private aided,OBC,urban,58.8,Low,2.77,pass,no,21.1663144,yes,Child Labour
S1215,Maya Gupta,16,female,10,private aided,general,rural,55.8,Low,0.27,fail,no,28.1108262,yes,Financial Issues
S1003,Aarav Joseph,16,male,10,private aided,OBC,rural,42.6,Medium,1.52,pass,no,30.83079725,yes,Child Labour
S1842,Karan Patel,15,male,9,private unaided,OBC,urban,82.8,Low,0.77,pass,no,19.51830949,yes,Early Marriage
S1121,Priya Naik,16,male,10,private aided,SC,rural,74.8,Low,4.66,fail,no,25.69156556,yes,Child Labour
S0769,Manish Gupta,14,female,8,government,general,urban,76.9,Low,2.52,pass,yes,16.50256579,no,
S1108,Manish Das,16,female,10,private aided,general,rural,74.6,Medium,7.97,pass,yes,14.06556392,no,
S0649,Pooja Gupta,14,female,8,private aided,OBC,rural,100,Medium,8.13,pass,no,14.2569208,no,
S0020,Riya Patel,14,female,8,government,general,urban,62.3,Medium,3.6,pass,yes,13.09810389,no,
S0352,Sonal Joseph,14,female,8,private unaided,OBC,urban,63.9,Medium,1.54,pass,no,14.22994369,no,
S0316,Sneha Joseph,16,male,10,private aided,general,urban,75.6,Medium,0.22,pass,no,11.97423643,no,
S1065,Ishaan Iyer,14,male,8,private aided,general,urban,61.9,Medium,0.84,fail,no,19.02077932,yes,Household Work
S1488,Siddharth Joseph,16,female,10,private aided,OBC,urban,83.4,Low,0.33,pass,yes,11.06345834,no,
S1645,Riya Naik,14,male,8,private unaided,OBC,urban,83.2,Low,3.97,fail,no,25.0391314,yes,Early Marriage
S1803,Karan Joseph,15,male,9,private unaided,SC,urban,77.2,Low,2.6,pass,no,14.94597023,no,
S0791,Ishaan Gupta,14,male,8,government,SC,rural,83.1,Low,0.16,pass,no,11.13820322,no,
S1002,Karan Kumar,15,female,9,private unaided,ST,urban,81,Medium,1.27,pass,yes,15.4110681,no,
S0354,Anjali Kumar,15,female,9,private unaided,OBC,urban,97.5,Medium,0.64,pass,no,13.62036998,no,
S0659,Arjun Iyer,14,female,8,private aided,general,urban,89.3,High,2.47,pass,no,12.02768756,no,
S1429,Neha Singh,15,male,9,private unaided,OBC,rural,80,Low,2.31,pass,no,18.80954822,yes,Early Marriage
S0626,Rahul Kumar,16,female,10,private aided,OBC,urban,59.6,High,2.65,fail,no,21.43424228,yes,Household Work
S1399,Riya Gupta,14,male,8,private unaided,ST,urban,87.9,High,0.47,pass,no,13.21183944,no,
S1040,Manish Singh,15,male,9,private unaided,general,urban,66.4,High,0.81,pass,yes,8.59285719,no,
S1395,Karan Naik,15,female,9,private unaided,general,rural,80.8,High,5.43,pass,no,14.93665474,no,
S1882,Divya Sharma,14,female,8,private aided,general,rural,72.1,High,1.52,pass,no,8.036033457,no,
S1425,Divya Sharma,15,male,9,private aided,SC,urban,72.2,High,1.21,pass,yes,12.95520905,no,
S0301,Neha Gupta,15,female,9,private unaided,OBC,urban,75.6,Low,0.79,pass,no,17.79298813,no,
S0227,Siddharth Das,15,male,9,government,OBC,rural,79.1,Medium,1.48,pass,no,13.83735908,no,
S0023,Priya Singh,15,female,9,government,OBC,rural,59.1,Low,13.97,pass,no,23.64809017,yes,Lack of Interest
S1925,Kavya Kumar,16,male,10,private unaided,SC,rural,68.4,Medium,3.66,pass,no,13.48137286,no,
S0192,Riya Iyer,16,male,10,private unaided,SC,urban,100,Low,0.6,pass,no,14.84699368,no,
S0706,Neha Sharma,15,male,9,government,OBC,urban,73.2,Medium,1.19,pass,no,12.78846098,no,
S0692,Aditya Kumar,14,male,8,private unaided,OBC,urban,91.4,Low,1.5,fail,no,22.16376354,yes,Other
S1980,Vikram Das,16,male,10,private aided,general,urban,80.1,Medium,1.19,fail,no,19.9849926,yes,Other
S0170,Sonal Singh,15,male,9,private aided,SC,urban,60.1,Medium,1.18,pass,yes,9.785249069,no,
S0321,Divya Das,14,male,8,private unaided,ST,rural,81.9,High,7.1,pass,no,13.53125719,no,
S0107,Aditya Reddy,16,male,10,government,SC,urban,75.2,Low,1.29,fail,no,22.30392146,yes,Early Marriage
S0619,Arjun Iyer,14,female,8,private aided,general,urban,70.7,High,5.23,fail,yes,20.1196521,yes,Child Labour
S0093,Divya Naik,15,male,9,private unaided,SC,urban,66.8,Low,0.26,pass,yes,17.3233223,no,
S1657,Arjun Kumar,16,male,10,government,general,rural,85.5,Medium,18.46,pass,yes,20.94033983,yes,Child Labour
S1919,Neha Kumar,15,male,9,private unaided,OBC,rural,80.2,Low,3.48,pass,yes,18.19126315,yes,Early Marriage
S0520,Manish Patel,15,female,9,government,ST,urban,82.8,Medium,3.19,pass,no,15.27419084,no,
S1707,Arjun Kumar,16,male,10,private aided,general,rural,89.4,Medium,6.94,fail,no,24.91908146,yes,Other
S1156,Karan Das,14,female,8,private unaided,OBC,urban,81.1,High,1.1,pass,no,13.33251421,no,
S1525,Pooja Das,15,male,9,private unaided,general,urban,82.5,Low,2.16,pass,yes,17.61487703,no,
S0081,Kavya Naik,16,male,10,private unaided,ST,urban,64,Medium,4.14,pass,no,16.17709217,no,
S0105,Ishaan Das,16,female,10,private aided,general,rural,74.1,High,8.9,pass,yes,14.31097925,no,
S1455,Karan Sharma,15,male,9,private aided,OBC,urban,71.4,Low,2.36,pass,no,15.39753336,no,
S0186,Kavya Gupta,15,female,9,government,SC,urban,84.8,Medium,3.49,pass,no,13.04790578,no,
S0329,Ananya Reddy,14,female,8,private unaided,SC,urban,79.7,Medium,1.64,pass,yes,10.44641283,no,
S0936,Maya Iyer,16,female,10,private unaided,SC,urban,87.4,Medium,3.55,pass,no,15.58265138,no,
S0863,Ananya Kumar,16,female,10,private aided,OBC,urban,65.2,Low,0.09,pass,no,14.82813362,no,
S1309,Anjali Joseph,15,female,9,private aided,general,urban,70.4,Low,1.08,fail,no,22.5239718,yes,Lack of Interest
S0378,Sonal Singh,16,male,10,private aided,general,urban,74.3,Low,0.68,pass,no,15.31406272,no,
S1093,Kavya Naik,15,female,9,private aided,general,urban,51.2,High,1.3,pass,no,19.60452906,yes,Child Labour
S1064,Ishaan Das,16,female,10,private unaided,general,urban,55.1,Medium,1.75,pass,no,13.70498712,no,
S0150,Aarav Gupta,16,male,10,private unaided,OBC,rural,67.2,Medium,5.02,pass,yes,14.38815859,no,
S0089,Siddharth Gupta,15,male,9,private aided,OBC,rural,78.1,Medium,1.66,fail,no,20.86608441,yes,Lack of Interest
S0323,Priya Kumar,16,male,10,private aided,general,urban,79.5,Low,4.18,pass,yes,16.25803166,no,
S0465,Riya Sharma,15,male,9,private unaided,general,urban,69.8,Low,0.12,pass,no,14.68661485,no,
S1317,Sneha Gupta,16,male,10,private aided,OBC,rural,68.3,Medium,1.64,fail,yes,27.18772074,yes,Financial Issues
S1656,Aditya Naik,15,female,9,private unaided,general,urban,86.5,Medium,4.96,fail,no,26.3506627,yes,Early Marriage
S0009,Priya Kumar,14,male,8,private unaided,general,urban,77.9,High,0.85,pass,yes,6.48015659,no,
S0643,Siddharth Kumar,16,male,10,private aided,OBC,urban,88.3,Low,0.34,pass,yes,16.04860038,no,
S0796,Arjun Naik,16,male,10,government,general,rural,93.7,Low,2.92,fail,no,21.28047819,yes,Lack of Interest
S1225,Kavya Sharma,16,male,10,private unaided,OBC,rural,81,Medium,1.97,pass,yes,12.04145896,no,
S1368,Aarav Singh,16,male,10,private unaided,SC,rural,61.2,Low,3.77,pass,no,17.12248625,no,
S0194,Maya Kumar,16,female,10,private unaided,general,urban,84.5,Low,2.34,pass,yes,16.21095333,no,
S0500,Aditya Kumar,14,female,8,government,general,urban,96.6,High,3.15,pass,no,11.62968468,no,
S0657,Aarav Das,16,female,10,private aided,ST,rural,94.4,Medium,8.43,fail,no,24.39531864,yes,Lack of Interest
S0700,Riya Patel,15,female,9,private unaided,SC,rural,90,Medium,0.4,pass,no,12.70674966,no,
S0900,Sonal Gupta,16,male,10,private unaided,ST,urban,68.7,Medium,5.97,fail,no,26.02515388,yes,Child Labour
S0441,Divya Das,15,male,9,private aided,ST,urban,68.1,High,1.03,pass,no,7.937833907,no,
S1674,Manish Naik,16,female,10,private aided,general,urban,61.7,Low,0.32,pass,yes,13.47367367,no,
S1647,Pooja Das,14,female,8,private aided,general,urban,76.2,Medium,2.24,pass,no,10.83245021,no,
S0048,Sneha Naik,15,female,9,government,general,rural,71.4,Medium,2.84,pass,no,12.3157811,no,
S1159,Arjun Patel,16,female,10,government,OBC,urban,66.7,Medium,1.49,pass,yes,14.36327224,no,
S0404,Sonal Naik,15,male,9,private unaided,SC,urban,88.9,High,0.34,pass,no,13.17499616,no,
S0451,Maya Naik,15,female,9,government,OBC,urban,74.1,High,0.31,pass,no,10.70228327,no,
S0639,Arjun Reddy,16,female,10,government,ST,urban,86,Low,0.91,pass,no,16.96419159,no,
S1270,Anjali Sharma,16,male,10,private aided,ST,urban,63.6,Medium,0.06,pass,no,10.85780207,no,
S1125,Kavya Joseph,15,female,9,private unaided,SC,rural,67.5,High,0.95,pass,yes,15.74287305,no,
S0228,Neha Patel,14,female,8,private unaided,SC,rural,97.5,Medium,6.72,pass,no,15.92860757,no,
S1713,Arjun Gupta,16,female,10,government,OBC,urban,45.1,Medium,0.26,fail,yes,41.87021357,yes,Financial Issues
S0273,Divya Das,15,female,9,private aided,ST,urban,66.6,High,3.1,pass,yes,11.55765333,no,
S1617,Arjun Gupta,14,female,8,private aided,general,urban,79.9,Low,0.43,pass,no,13.02778956,no,
S1589,Sneha Patel,16,female,10,private unaided,general,urban,73.6,High,0.92,fail,no,22.86976211,yes,Early Marriage
S1566,Aditya Joseph,15,male,9,government,SC,urban,72.6,Medium,2.55,pass,yes,16.21367402,no,
S0230,Maya Sharma,15,female,9,private unaided,general,urban,80.9,Medium,2.59,pass,no,13.45953249,no,
S1095,Riya Singh,15,male,9,government,OBC,rural,99.9,Low,2.68,fail,no,22.62457325,yes,Other
S1384,Anjali Iyer,14,female,8,private unaided,OBC,urban,91.6,Medium,0.42,pass,yes,16.66198074,no,
S1669,Aditya Singh,15,female,9,private unaided,ST,rural,89.5,Medium,5.61,pass,no,17.56629389,no,
S0381,Neha Iyer,15,female,9,private unaided,ST,urban,71.8,Medium,0.13,pass,no,15.44817199,no,
S1094,Maya Singh,15,male,9,government,OBC,urban,84,Low,0.22,pass,yes,15.91289875,no,
S1067,Rahul Gupta,15,female,9,private unaided,OBC,urban,71.3,Low,0.25,fail,yes,26.29272722,yes,Financial Issues
S1297,Priya Patel,16,female,10,private aided,general,urban,54.3,Low,0.59,pass,yes,14.39436589,no,
S0333,Kavya Joseph,15,male,9,government,general,rural,50.5,Low,2.48,pass,yes,21.94574436,yes,Other
S0036,Riya Naik,14,female,8,private unaided,OBC,rural,86.2,Low,0.31,pass,yes,14.74354064,no,
S0199,Kavya Das,16,female,10,government,OBC,urban,80,Medium,1.44,pass,no,16.01968527,no,
S1506,Aditya Iyer,14,male,8,private unaided,OBC,urban,63.6,Low,1.36,pass,yes,15.31821992,no,
S0320,Divya Singh,15,male,9,private unaided,general,rural,92.3,High,2.12,pass,no,10.16815014,no,
S0587,Ananya Joseph,15,female,9,private unaided,general,rural,85.7,Medium,1.66,pass,yes,15.8837726,no,
S0868,Sneha Iyer,15,female,9,private unaided,ST,urban,72.7,Low,0.85,pass,no,15.58789084,no,
S0934,Riya Reddy,14,female,8,private unaided,OBC,rural,85.2,Low,4.76,pass,no,17.05015845,no,
S0930,Aditya Das,14,male,8,government,general,urban,57.7,Medium,2.36,fail,no,24.23277797,yes,Early Marriage
S1967,Pooja Singh,16,female,10,government,SC,urban,81.1,Medium,0.97,pass,no,10.94011575,no,
S1165,Ishaan Patel,14,female,8,private unaided,general,urban,84.9,Medium,0.57,pass,no,13.93765379,no,
S1621,Arjun Naik,16,female,10,private unaided,general,urban,50,Medium,0.15,pass,no,25.63936637,yes,Early Marriage
S0978,Sneha Sharma,16,male,10,private unaided,OBC,rural,73.6,High,1.91,pass,no,14.88642307,no,
S1914,Rahul Kumar,15,male,9,private unaided,SC,urban,92.9,Medium,0.13,pass,yes,15.22683538,no,
S1015,Arjun Das,14,male,8,private aided,ST,urban,66.1,Low,0.96,pass,no,16.0302354,no,
S1147,Divya Gupta,15,female,9,private aided,OBC,urban,82.6,Low,5.79,pass,no,17.538268,no,
S0810,Arjun Patel,14,male,8,private unaided,general,rural,72,Low,5.96,pass,no,18.9169613,yes,Other
S0328,Divya Sharma,16,female,10,government,general,rural,70.1,Low,0.71,pass,no,13.02707246,no,
S0324,Vikram Joseph,14,female,8,government,general,urban,67.8,Medium,0.3,pass,no,11.21600944,no,
S1444,Siddharth Patel,16,female,10,government,general,rural,100,Medium,2.24,pass,yes,17.8198204,no,
S1529,Aarav Joseph,16,female,10,government,OBC,urban,78,Low,1.3,fail,no,24.59893357,yes,Financial Issues
S1446,Karan Gupta,16,male,10,private unaided,OBC,urban,79.7,High,0.28,pass,no,10.9218688,no,
S0504,Arjun Sharma,16,female,10,private aided,OBC,urban,79,Low,1.2,pass,no,15.86727153,no,
S0869,Rahul Gupta,15,female,9,private unaided,general,rural,74,Low,3.65,pass,no,20.35080722,yes,Early Marriage
S0392,Aditya Reddy,16,male,10,private unaided,OBC,urban,50.1,Medium,0.3,pass,yes,27.53694746,yes,Child Labour
S0955,Priya Joseph,14,male,8,government,OBC,urban,85.1,Low,0.16,pass,no,15.16152635,no,
S1785,Priya Gupta,16,female,10,private unaided,ST,urban,73.8,High,1.79,pass,yes,12.62962701,no,
S1820,Siddharth Das,15,male,9,government,ST,rural,50.7,Low,0.34,pass,no,25.67825724,yes,Early Marriage
S1588,Vikram Sharma,15,male,9,private unaided,general,rural,65,Low,6.91,pass,no,20.2688278,yes,Lack of Interest
S1742,Aarav Joseph,14,male,8,private aided,OBC,rural,78.7,High,2.65,pass,no,10.80175463,no,
S1008,Siddharth Gupta,16,male,10,private unaided,ST,urban,90.8,Low,1.82,pass,no,19.38008123,yes,Household Work
S0671,Arjun Gupta,16,female,10,government,SC,rural,86.8,Medium,2.93,pass,no,10.26119422,no,
S1164,Kavya Reddy,15,male,9,private unaided,OBC,rural,76.9,Medium,0.02,pass,no,17.23051329,no,
S0553,Karan Kumar,16,female,10,government,SC,urban,60,Medium,3,pass,no,13.06151499,no,
S0620,Aditya Iyer,14,male,8,government,OBC,urban,61.6,Medium,0.45,pass,yes,10.08750736,no,
S0947,Arjun Reddy,15,male,9,private unaided,OBC,urban,77.3,Medium,0.31,pass,no,13.71844309,no,
S1666,Arjun Patel,14,male,8,private unaided,SC,rural,61.2,Low,13.78,pass,no,19.8200972,yes,Other
S0144,Ishaan Sharma,15,male,9,private unaided,OBC,urban,77.2,Low,0.47,pass,yes,18.39721502,yes,Child Labour
S0140,Ishaan Reddy,16,female,10,government,SC,urban,83.2,Low,0.13,fail,no,25.04273661,yes,Lack of Interest
S1893,Vikram Naik,16,female,10,private aided,OBC,urban,61.2,Low,0.18,fail,yes,20.65845386,yes,Lack of Interest
S0233,Sonal Das,15,male,9,private aided,OBC,urban,89.2,Medium,6.55,pass,yes,18.01271664,no,
S1234,Kavya Das,15,male,9,government,SC,urban,77.2,Medium,1.71,pass,yes,12.77468035,no,
S1252,Arjun Sharma,14,male,8,private unaided,OBC,urban,80.7,Medium,2.22,pass,no,11.49021206,no,
S0577,Aditya Reddy,15,male,9,private unaided,OBC,urban,72,High,0.05,pass,no,13.7938776,no,
S1474,Manish Das,14,female,8,government,OBC,urban,82.4,Medium,0.65,pass,yes,11.85948159,no,
S0650,Neha Patel,15,female,9,private unaided,general,urban,74.3,Low,1.27,pass,yes,15.07251256,no,
S1908,Priya Das,15,female,9,private unaided,SC,rural,68.2,Medium,0.33,pass,no,16.1673,no,
S0453,Arjun Singh,14,male,8,private unaided,SC,urban,79.6,Low,2.46,pass,no,10.61721674,no,
S0793,Rahul Iyer,14,male,8,private unaided,OBC,rural,100,Medium,4.31,pass,yes,15.24125859,no,
S1660,Priya Patel,14,male,8,private unaided,ST,rural,72.2,Medium,1.21,pass,yes,13.4746352,no,
S0744,Anjali Joseph,14,female,8,private unaided,ST,urban,73.8,Low,3.16,pass,yes,17.29853547,no,
S1570,Aarav Kumar,15,male,9,private aided,SC,urban,56.4,Medium,0.16,fail,yes,25.92673309,yes,Child Labour
S1689,Aditya Patel,15,female,9,private aided,general,urban,93.2,High,0.05,pass,no,12.58174556,no,
S1289,Arjun Joseph,16,female,10,private unaided,ST,rural,79.2,High,0,pass,yes,13.02117949,no,
S0446,Maya Iyer,15,female,9,government,general,urban,96.2,Low,0.86,pass,no,15.88729578,no,
S0797,Sneha Joseph,15,male,9,private aided,SC,urban,80.5,Low,1.08,fail,no,20.22555899,yes,Child Labour
S0627,Ishaan Patel,15,male,9,private aided,general,urban,56.3,Medium,1.44,pass,no,17.51069727,no,
S0884,Ishaan Kumar,15,male,9,private unaided,general,urban,96.3,High,1.96,pass,no,13.08091056,no,
S0631,Divya Singh,14,male,8,private aided,OBC,rural,71.1,Low,7.44,pass,no,16.25648286,no,
S0490,Riya Reddy,16,female,10,government,SC,urban,80.9,Medium,1.08,pass,no,13.09729538,no,
S1124,Riya Singh,15,male,9,government,SC,urban,79.9,Low,0.67,pass,yes,17.66366613,no,
S1796,Ananya Patel,15,female,9,private unaided,OBC,urban,85.7,Low,7.36,pass,no,22.53405917,yes,Household Work
S1520,Divya Patel,15,female,9,private aided,SC,urban,82.3,Medium,9.07,pass,yes,15.58125253,no,
S0197,Riya Patel,15,male,9,private unaided,ST,rural,86.7,Medium,1.73,pass,no,13.91614465,no,
S1023,Neha Sharma,16,male,10,private unaided,general,urban,71.3,High,2.43,pass,no,9.754075774,no,
S1255,Karan Gupta,15,female,9,government,ST,urban,60,Low,0.58,fail,yes,27.85261073,yes,Lack of Interest
S0136,Karan Singh,15,female,9,private unaided,general,rural,52.6,High,3.57,fail,no,32.16857113,yes,Other
S0347,Arjun Iyer,15,male,9,private aided,OBC,rural,87.5,High,0.47,pass,no,10.81976251,no,
S0640,Neha Naik,15,female,9,private aided,OBC,rural,79.2,High,2.9,pass,no,9.137215859,no,
S1451,Aarav Reddy,16,female,10,government,OBC,urban,64.3,Low,1.77,fail,yes,26.17765816,yes,Lack of Interest
S1497,Divya Naik,14,female,8,government,ST,urban,70.6,Medium,3.58,pass,yes,15.15612729,no,
S0680,Priya Patel,14,male,8,private unaided,OBC,rural,71.6,Medium,1.19,pass,no,14.47296651,no,
S1033,Karan Naik,16,female,10,government,ST,urban,78.2,Medium,1.4,pass,no,14.73303079,no,
S0860,Kavya Singh,16,male,10,private unaided,OBC,rural,99.1,Medium,3.7,pass,yes,10.27387797,no,
S0088,Ananya Naik,14,female,8,private aided,general,rural,77.2,High,9.1,pass,no,13.44486205,no,
S0552,Divya Das,14,female,8,private unaided,general,urban,79.2,Medium,0.05,pass,no,12.66624692,no,
S0847,Rahul Patel,15,male,9,private unaided,OBC,rural,65.6,Low,12.69,pass,yes,25.43861047,yes,Household Work
S1404,Rahul Gupta,16,female,10,private aided,OBC,urban,83.3,Low,0.84,pass,no,16.87417948,no,
S1287,Kavya Reddy,15,female,9,private aided,OBC,rural,53.7,Low,2.22,pass,no,22.72924614,yes,Early Marriage
S0725,Rahul Patel,15,male,9,private unaided,OBC,urban,77,High,0.15,pass,no,14.20375315,no,
S0610,Anjali Kumar,16,male,10,government,SC,rural,56.1,Medium,0.95,pass,no,12.22728043,no,
S1933,Aarav Gupta,16,male,10,government,general,urban,80.6,High,0.8,pass,no,9.798332832,no,
